City_ID,City,Lat,Lng,Max Temp,Weather Description,Rain,Snow,Humidity,Cloudiness,Wind Speed,Country,Date
485,Martapura,-3.42,114.85,82.83,moderate rain,1.83,0,81,99,4.52,ID,2020-06-19 01:44:47
486,Darlowo,54.42,16.41,57.99,clear sky,0.0,0,10,2,6.73,PL,2020-06-19 01:49:26
487,Totness,5.88,-56.32,78.3,moderate rain,1.44,0,88,98,8.63,SR,2020-06-19 01:49:26
488,Kotelnikovo,47.63,43.15,68.94,scattered clouds,0.0,0,53,40,7.0,RU,2020-06-19 01:49:26
489,Zyryanskoye,56.83,86.63,58.77,broken clouds,0.0,0,89,59,12.48,RU,2020-06-19 01:49:26
490,Farafangana,-22.82,47.83,67.77,light rain,0.26,0,85,41,11.79,MG,2020-06-19 01:49:26
491,Porbandar,21.64,69.61,86.07,light rain,0.11,0,77,16,16.64,IN,2020-06-19 01:49:26
492,Whitianga,-36.83,175.7,62.01,overcast clouds,0.0,0,75,100,1.99,NZ,2020-06-19 01:49:27
493,Buriti,-22.93,-45.39,55.4,overcast clouds,0.0,0,93,99,1.12,BR,2020-06-19 01:49:27
494,Prainha,-1.8,-53.48,75.85,clear sky,0.0,0,85,0,2.37,BR,2020-06-19 01:45:26
495,Los Alamos,35.89,-106.31,80.01,clear sky,0.0,0,10,1,5.82,US,2020-06-19 01:49:27
496,Stokmarknes,68.56,14.91,46.0,few clouds,0.0,0,76,14,13.0,NO,2020-06-19 01:49:28
497,Grand Baie,-20.02,57.58,71.01,broken clouds,0.0,0,71,81,8.99,MU,2020-06-19 01:49:28
498,Kundla,21.33,71.3,83.64,clear sky,0.0,0,76,0,13.42,IN,2020-06-19 01:49:28
499,Beloha,-25.17,45.05,62.83,clear sky,0.0,0,84,7,13.0,MG,2020-06-19 01:49:28
500,Parabel,58.7,81.48,42.42,light rain,0.75,0,90,100,13.22,RU,2020-06-19 01:49:28
501,Salina,38.84,-97.61,89.6,thunderstorm,0.0,0,38,75,21.92,US,2020-06-19 01:47:02
502,Rovaniemi,66.5,25.72,57.2,broken clouds,0.0,0,71,75,13.87,FI,2020-06-19 01:47:12
503,Nagato,34.38,131.2,75.2,broken clouds,0.0,0,78,75,8.05,JP,2020-06-19 01:49:29
504,Albion,42.24,-84.75,77.0,clear sky,0.0,0,64,1,5.79,US,2020-06-19 01:49:29
505,Ruidoso,33.33,-105.67,77.0,clear sky,0.0,0,9,1,13.87,US,2020-06-19 01:49:30
506,Ekhabi,53.51,142.97,40.51,light rain,0.12,0,96,100,9.4,RU,2020-06-19 01:49:30
507,Kruisfontein,-34.0,24.73,54.7,clear sky,0.0,0,44,0,7.07,ZA,2020-06-19 01:49:30
508,Manaure,11.78,-72.44,82.99,clear sky,0.0,0,69,7,22.01,CO,2020-06-19 01:49:30
509,Okhotsk,59.38,143.3,50.68,overcast clouds,0.0,0,81,95,7.63,RU,2020-06-19 01:46:22
510,Palana,59.12,159.97,50.61,broken clouds,0.0,0,86,76,6.11,RU,2020-06-19 01:49:31
511,Puerto Del Rosario,28.5,-13.86,71.6,broken clouds,0.0,0,78,68,14.99,ES,2020-06-19 01:46:25
512,Sangar,63.92,127.47,74.32,broken clouds,0.0,0,42,51,6.64,RU,2020-06-19 01:49:31
513,Englewood,39.65,-104.99,60.01,light rain,0.76,0,67,100,1.01,US,2020-06-19 01:49:31
514,Macomb,40.46,-90.67,78.01,clear sky,0.0,0,53,1,3.36,US,2020-06-19 01:49:32
515,Port Moresby,-9.44,147.18,86.0,haze,0.0,0,66,40,17.22,PG,2020-06-19 01:49:32
516,Pouembout,-21.13,164.9,77.31,scattered clouds,0.0,0,61,45,8.99,NC,2020-06-19 01:49:32
517,Vocklabruck,48.02,13.65,55.0,broken clouds,0.0,0,82,71,5.28,AT,2020-06-19 01:49:32
518,College,64.86,-147.8,75.2,broken clouds,0.0,0,27,75,8.05,US,2020-06-19 01:49:32
519,Pombia,45.65,8.63,59.0,scattered clouds,0.0,0,93,42,5.82,IT,2020-06-19 01:49:33
520,Gimli,50.63,-96.99,57.0,overcast clouds,0.0,0,79,100,5.99,CA,2020-06-19 01:49:33
521,Canon City,38.44,-105.24,73.4,overcast clouds,0.0,0,31,90,13.87,US,2020-06-19 01:49:33
522,Uyemskiy,64.47,40.85,57.2,scattered clouds,0.0,0,82,40,6.71,RU,2020-06-19 01:49:33
523,Rio Gallegos,-51.62,-69.22,35.6,fog,0.0,0,100,75,2.24,AR,2020-06-19 01:49:33
524,Bakel,14.9,-12.46,92.43,clear sky,0.0,0,47,1,21.92,SN,2020-06-19 01:49:34
525,Kamenka,51.32,42.77,63.0,clear sky,0.0,0,90,1,7.0,RU,2020-06-19 01:49:34
526,Horuphav,54.91,9.9,60.8,light rain,0.0,0,87,100,4.7,DK,2020-06-19 01:49:34
527,Mattru,7.62,-11.83,74.1,overcast clouds,0.0,0,97,100,1.36,SL,2020-06-19 01:49:34
528,Henties Bay,-22.12,14.28,72.57,clear sky,0.0,0,32,0,20.49,NA,2020-06-19 01:49:35
529,Goure,13.98,10.27,88.0,scattered clouds,0.0,0,42,42,3.0,NE,2020-06-19 01:49:35
530,Berezovyy,51.67,135.7,53.02,overcast clouds,0.0,0,78,96,4.47,RU,2020-06-19 01:49:35
531,San Policarpo,12.18,125.51,84.42,overcast clouds,0.0,0,66,100,3.04,PH,2020-06-19 01:49:35
532,Ndele,8.41,20.65,70.03,light rain,0.7,0,94,94,2.89,CF,2020-06-19 01:49:35
533,Krasnoselkup,65.7,82.47,49.89,few clouds,0.0,0,48,14,18.48,RU,2020-06-19 01:49:36
534,Hassleholm,56.16,13.77,60.8,clear sky,0.0,0,67,0,4.7,SE,2020-06-19 01:49:36
535,Zhigansk,66.77,123.37,74.95,clear sky,0.0,0,32,0,9.78,RU,2020-06-19 01:49:36
536,Osoyoos,49.03,-119.45,82.4,few clouds,0.0,0,34,20,2.24,CA,2020-06-19 01:49:36
537,Pascagoula,30.37,-88.56,78.8,few clouds,0.0,0,74,20,5.88,US,2020-06-19 01:49:37
538,Dajal,29.56,70.38,95.76,clear sky,0.0,0,28,0,22.62,PK,2020-06-19 01:49:37
539,Korla,41.76,86.15,73.99,overcast clouds,0.0,0,63,90,16.08,CN,2020-06-19 01:49:37
540,Mmabatho,-25.85,25.63,37.4,clear sky,0.0,0,60,0,4.7,ZA,2020-06-19 01:49:37
541,Huangpi,30.88,114.38,75.2,scattered clouds,0.0,0,83,40,2.24,CN,2020-06-19 01:49:37
542,Loknya,56.83,30.15,63.25,clear sky,0.0,0,92,0,2.75,RU,2020-06-19 01:49:37
543,Shenjiamen,29.96,122.3,70.27,light rain,0.34,0,91,100,10.0,CN,2020-06-19 01:49:38
